,cusum
2000-03-21,-8.972337516334187
2000-03-22,-8.140489772584253
2000-03-23,-8.162573429380288
2000-03-24,-5.424918966768499
2000-03-25,-7.145077323136046
2000-03-26,-7.984561610245186
2000-03-27,-7.258608589100439
2000-03-28,-7.412829695730168
2000-03-29,-7.564174240024746
2000-03-30,-7.7722303771789845
2000-03-31,-7.499544235227294
2000-04-01,-7.991136199172234
2000-04-02,-7.761728030274466
2000-04-03,-6.730696881076299
2000-04-04,-6.386728656668981
2000-04-05,-4.72230727296383
2000-04-06,-4.6456166627754225
2000-04-07,-5.335183970691981
2000-04-08,-5.428172286346939
2000-04-09,-5.067386870450961
2000-04-10,-4.034687087296593
2000-04-11,-6.109680341649869
2000-04-12,-5.649834132785769
2000-04-13,-4.716997598755904
2000-04-14,-4.116350690170366
2000-04-15,-6.031065654915276
2000-04-16,-4.106044408700125
2000-04-17,-4.197070772805213
2000-04-18,-3.0067620957046497
2000-04-19,-2.0827303500843137
2000-04-20,-1.789218849094035
2000-04-21,-3.3468086412609956
2000-04-22,-3.1682004635986436
2000-04-23,-3.6393788502981277
2000-04-24,-4.507249029942028
2000-04-25,-5.138247209356429
2000-04-26,-3.4861436189066892
2000-04-27,-1.9290876801629664
2000-04-28,-2.6807392152081873
2000-04-29,-3.022515344873982
2000-04-30,-2.4168315481929303
2000-05-01,-5.431401374625126
2000-05-02,-5.637797954488992
2000-05-03,-4.680938991191322
2000-05-04,-5.056492701015396
2000-05-05,-3.723671096476221
2000-05-06,-3.398683086843962
2000-05-07,-2.6129893470433196
2000-05-08,-3.2711325215326394
2000-05-09,-2.9644752798181266
2000-05-10,-3.7937417881303315
2000-05-11,-4.730154256285378
2000-05-12,-3.2831735547581147
2000-05-13,-4.312010341906582
2000-05-14,-7.254120268333891
2000-05-15,-7.089378187858239
2000-05-16,-9.017447173610107
2000-05-17,-8.485083520628955
2000-05-18,-10.559079602510966
2000-05-19,-11.670053940949757
2000-05-20,-10.595611285776794
2000-05-21,-10.382386546021193
2000-05-22,-9.956321918109047
2000-05-23,-8.909035726080273
2000-05-24,-8.374124540314543
2000-05-25,-10.448340434156476
2000-05-26,-9.38134442528996
2000-05-27,-10.542325390756156
2000-05-28,-8.74823582481226
2000-05-29,-10.935646857887967
2000-05-30,-10.897940141375843
2000-05-31,-12.547250875235571
2000-06-01,-10.711514134585256
2000-06-02,-11.174109715396082
2000-06-03,-11.649102139883185
2000-06-04,-11.037127838044892
2000-06-05,-10.777534242529326
2000-06-06,-10.95586983795272
2000-06-07,-11.05103011714854
2000-06-08,-10.244385264459329
2000-06-09,-9.865529308469485
2000-06-10,-7.760051665733181
2000-06-11,-10.292381233359523
2000-06-12,-10.778850971851478
2000-06-13,-9.905863270104236
2000-06-14,-10.331145171178576
2000-06-15,-10.979525930404945
2000-06-16,-10.953619525558372
2000-06-17,-10.701393283207322
2000-06-18,-10.149896361106798
2000-06-19,-10.0026101806202
2000-06-20,-12.501958563134222
2000-06-21,-13.238969093051816
2000-06-22,-14.008714751018944
2000-06-23,-14.283363353211941
2000-06-24,-13.753539669271248
2000-06-25,-16.743749727862713
2000-06-26,-18.455794829685164
2000-06-27,-17.789464591375467
2000-06-28,-17.8285138325219
2000-06-29,-17.452697485315802
2000-06-30,-16.142043564224952
2000-07-01,-17.379570613474204
2000-07-02,-18.632743379042672
2000-07-03,-17.66162188023554
2000-07-04,-17.13206872349221
2000-07-05,-17.687970024420594
2000-07-06,-19.028127271160418
2000-07-07,-18.99245484404787
2000-07-08,-17.569787423974642
2000-07-09,-17.59965551180275
2000-07-10,-15.98667765681219
2000-07-11,-16.14542200026028
2000-07-12,-16.819030191978765
2000-07-13,-16.475490158849116
2000-07-14,-16.039252006461258
2000-07-15,-16.386545974905314
2000-07-16,-15.353682060560079
2000-07-17,-16.806134436274288
2000-07-18,-15.828666273319632
2000-07-19,-15.683024186061074
2000-07-20,-17.16227387758305
2000-07-21,-15.976463569285372
2000-07-22,-17.288689493467093
2000-07-23,-15.852713902973385
2000-07-24,-17.498925806744612
2000-07-25,-16.244081486749053
2000-07-26,-18.104202777977882
2000-07-27,-16.415870167312573
2000-07-28,-17.22863038116101
2000-07-29,-16.991089076210162
2000-07-30,-15.23012271224633
2000-07-31,-14.377246627419328
2000-08-01,-15.605565054357976
2000-08-02,-16.2998177946751
2000-08-03,-14.568191757678155
2000-08-04,-13.19115234370986
2000-08-05,-13.509694202795275
2000-08-06,-15.362926836119787
2000-08-07,-13.256984829722636
2000-08-08,-13.307276684409073
2000-08-09,-11.888503354348336
2000-08-10,-12.516314167728888
2000-08-11,-13.456024900401152
2000-08-12,-12.834084660567495
2000-08-13,-12.666131427865352
2000-08-14,-13.106496501487896
2000-08-15,-13.05295385897031
2000-08-16,-13.561061113897491
2000-08-17,-14.155623762308263
2000-08-18,-17.14381408089323
2000-08-19,-18.192085739128242
2000-08-20,-18.808577240102647
2000-08-21,-17.487043745710153
2000-08-22,-17.941286629436615
2000-08-23,-17.231376284253045
2000-08-24,-16.56312993528213
2000-08-25,-16.738529086766615
2000-08-26,-15.76591343502335
2000-08-27,-16.303054499618746
2000-08-28,-16.244987851171395
2000-08-29,-15.61546075811601
2000-08-30,-15.88106840908754
2000-08-31,-14.147129421583713
2000-09-01,-14.086980865930826
2000-09-02,-14.131836067894666
2000-09-03,-12.206515087831486
2000-09-04,-10.884953013042743
2000-09-05,-10.76612565646978
2000-09-06,-10.6521016733452
2000-09-07,-12.834618104287314
2000-09-08,-13.1719308142955
2000-09-09,-13.982124675660092
2000-09-10,-14.335956134516136
2000-09-11,-13.757768865962257
2000-09-12,-13.602626732827906
2000-09-13,-13.53858054775014
2000-09-14,-13.677163975351919
2000-09-15,-13.094326972664566
2000-09-16,-14.504181572262954
2000-09-17,-16.021379505063628
2000-09-18,-16.327860433265897
2000-09-19,-16.499146972165423
2000-09-20,-15.784978562292878
2000-09-21,-17.19934672577986
2000-09-22,-17.12248855234054
2000-09-23,-18.476480613114923
2000-09-24,-19.136487723024782
2000-09-25,-19.383142212167044
2000-09-26,-20.45189735643638
2000-09-27,-20.772716685629813
2000-09-28,-19.78984463360638
2000-09-29,-19.407721931717642
2000-09-30,-21.082717089634276
2000-10-01,-20.11002482086903
2000-10-02,-20.153167121170213
2000-10-03,-20.571154338389313
2000-10-04,-20.507135494535877
2000-10-05,-20.09912382658939
2000-10-06,-21.198426063817607
2000-10-07,-21.47028209639953
2000-10-08,-22.368312507355892
2000-10-09,-22.162653077401043
2000-10-10,-22.812585846072952
2000-10-11,-20.561601512921488
2000-10-12,-19.70782989038199
2000-10-13,-19.524345123253006
2000-10-14,-18.408055191603513
2000-10-15,-18.009642536397415
2000-10-16,-18.07527565211272
2000-10-17,-18.95588638159012
2000-10-18,-17.843497272943154
2000-10-19,-19.214134623361616
2000-10-20,-18.782750055042808
2000-10-21,-20.649988187493392
2000-10-22,-21.670168751628438
2000-10-23,-22.962968875405245
2000-10-24,-22.316884994958798
2000-10-25,-23.314877406050112
2000-10-26,-21.375686251316825
2000-10-27,-21.94716689628465
2000-10-28,-22.168179224977948
2000-10-29,-22.603103598565824
2000-10-30,-21.017421462383698
2000-10-31,-21.12548957584436
2000-11-01,-21.283278197986082
2000-11-02,-21.969041561640587
2000-11-03,-20.62757785833507
2000-11-04,-21.924730557282786
2000-11-05,-21.269790303499235
2000-11-06,-21.049440112464215
2000-11-07,-21.987101500959866
2000-11-08,-22.831934928382474
2000-11-09,-21.046863483100182
2000-11-10,-21.77733737565223
2000-11-11,-22.910045984773884
2000-11-12,-23.628188208699026
2000-11-13,-22.603362833185656
2000-11-14,-23.6214190449947
2000-11-15,-23.19800379121127
2000-11-16,-22.241541325042203
2000-11-17,-22.34375171430965
2000-11-18,-22.913998552199317
2000-11-19,-23.98282016783497
2000-11-20,-25.335167159615
2000-11-21,-25.306811307007045
2000-11-22,-25.520029494317562
2000-11-23,-27.43414086937477
2000-11-24,-27.896568784735077
2000-11-25,-27.238697370847465
2000-11-26,-27.18460979189669
2000-11-27,-28.529300035780942
2000-11-28,-29.508874275795524
2000-11-29,-28.871235824897322
2000-11-30,-30.941894817517248
2000-12-01,-31.488875093360463
2000-12-02,-31.565422375531753
2000-12-03,-31.466656616355124
2000-12-04,-32.565683239441235
2000-12-05,-33.207174338722524
2000-12-06,-32.280092535181325
2000-12-07,-31.019495975574507
2000-12-08,-29.22973856130682
2000-12-09,-29.182092575067514
2000-12-10,-30.305465885241667
2000-12-11,-30.575160278929744
2000-12-12,-30.322344377837936
2000-12-13,-31.315659991223292
2000-12-14,-32.202965978645274
2000-12-15,-30.715562562898835
2000-12-16,-28.90327151744041
2000-12-17,-29.707663926245402
2000-12-18,-30.16542573064834
2000-12-19,-30.266618994608255
2000-12-20,-28.360761453697368
2000-12-21,-30.015674624355217
2000-12-22,-30.679442128253132
2000-12-23,-29.59549939800144
2000-12-24,-30.24597737669276
2000-12-25,-30.5052107128444
2000-12-26,-29.93577298098791
2000-12-27,-29.54220838090594
2000-12-28,-28.027319468620533
2000-12-29,-28.581051800800832
2000-12-30,-30.368368998522875
2000-12-31,-30.66602122164451
2001-01-01,-30.39569290686686
2001-01-02,-29.41308733255408
2001-01-03,-27.882606842300376
2001-01-04,-28.43812949418596
2001-01-05,-29.199395719211697
2001-01-06,-30.351179794774364
2001-01-07,-30.421865956087643
2001-01-08,-29.824105993913875
2001-01-09,-31.54629074913771
2001-01-10,-30.771125367968907
2001-01-11,-30.13163939116067
2001-01-12,-30.45402605749443
2001-01-13,-30.34592172265858
2001-01-14,-30.97775899713979
2001-01-15,-29.55371554266287
2001-01-16,-29.273150968200834
2001-01-17,-29.428053431697688
2001-01-18,-29.909293229307092
2001-01-19,-30.49325438357507
2001-01-20,-30.56849375341257
2001-01-21,-31.393000509746496
2001-01-22,-31.46447934324342
2001-01-23,-31.33454830382378
2001-01-24,-31.366919810326852
2001-01-25,-31.227336374064848
2001-01-26,-31.03836744942537
2001-01-27,-29.961322981719956
2001-01-28,-28.457620285008442
2001-01-29,-29.10435213120843
2001-01-30,-29.87952296262085
2001-01-31,-29.8362956301962
2001-02-01,-28.88762622507341
2001-02-02,-29.823625477687205
2001-02-03,-28.58253598863591
2001-02-04,-28.81448358623595
2001-02-05,-28.556261552296732
2001-02-06,-28.2326989871119
2001-02-07,-27.160962726570578
2001-02-08,-27.012471613322997
2001-02-09,-27.8530935358014
2001-02-10,-28.26771453702324
2001-02-11,-28.73396609989404
2001-02-12,-27.751427230530794
2001-02-13,-28.558381133051387
2001-02-14,-29.17386412567645
2001-02-15,-26.72533902821243
2001-02-16,-29.1657778068639
2001-02-17,-28.26267826410787
2001-02-18,-27.381969302536906
2001-02-19,-28.20718254868466
2001-02-20,-29.689154746054818
2001-02-21,-30.442499338505225
2001-02-22,-31.634259161529847
2001-02-23,-32.83797557596484
2001-02-24,-32.15519972936788
2001-02-25,-32.609948736537724
2001-02-26,-32.61010988254795
2001-02-27,-32.46275221297539
2001-02-28,-32.252728677061626
2001-03-01,-33.0603552331342
2001-03-02,-32.65142216763412
2001-03-03,-33.77822684579832
2001-03-04,-34.09202945525672
2001-03-05,-33.92414054668393
2001-03-06,-34.96008398655288
2001-03-07,-34.55341823938762
2001-03-08,-34.474787676778405
2001-03-09,-34.29028461564369
2001-03-10,-34.09563851699166
2001-03-11,-33.20554929125698
2001-03-12,-32.491287862021615
2001-03-13,-34.805471639272966
2001-03-14,-35.00500106484721
2001-03-15,-35.920908332608036
2001-03-16,-35.468283037583795
2001-03-17,-34.887372952397165
2001-03-18,-33.343272023808055
2001-03-19,-33.05393530708987
2001-03-20,-32.42998695522611
2001-03-21,-32.06009502273413
2001-03-22,-32.98859341657974
2001-03-23,-32.72103984587004
2001-03-24,-31.97894169326396
2001-03-25,-31.606179668148517
2001-03-26,-32.08516336393941
2001-03-27,-30.964040456120824
2001-03-28,-31.30038576361588
2001-03-29,-31.189087083666358
2001-03-30,-31.315780470010615
2001-03-31,-33.28553820271035
2001-04-01,-34.61118262914948
2001-04-02,-34.62462779349432
2001-04-03,-34.15989786241566
2001-04-04,-33.219228327031786
2001-04-05,-33.578219008736966
2001-04-06,-33.93365390047227
2001-04-07,-33.58456231723436
2001-04-08,-32.90096751152203
2001-04-09,-32.77288725255351
2001-04-10,-32.35285593121438
2001-04-11,-33.290492351045756
2001-04-12,-31.55445150119334
2001-04-13,-31.428238825270245
2001-04-14,-31.49351206066813
2001-04-15,-29.455380885081382
2001-04-16,-30.967375981076636
2001-04-17,-32.6881737587887
2001-04-18,-31.452966217258638
2001-04-19,-31.791188118748106
2001-04-20,-30.54499809221646
2001-04-21,-32.16298965871151
2001-04-22,-33.023185593851274
2001-04-23,-32.706599902497096
2001-04-24,-32.93098287781039
2001-04-25,-33.557632034244776
2001-04-26,-32.920751264608164
2001-04-27,-33.52854485729405
2001-04-28,-32.84324512288104
2001-04-29,-32.15211994546574
2001-04-30,-33.09610107781782
2001-05-01,-33.74218679378784
2001-05-02,-35.6423980508641
2001-05-03,-35.94294959002934
2001-05-04,-36.07701258628086
2001-05-05,-41.26480448694899
2001-05-06,-41.543948139797415
2001-05-07,-42.115707323836325
2001-05-08,-41.93540124130976
2001-05-09,-42.77424201817794
2001-05-10,-43.87729102171737
2001-05-11,-44.04944062726521
2001-05-12,-43.10571316883153
2001-05-13,-42.70294414934834
2001-05-14,-41.71178637519159
2001-05-15,-41.256235313459534
2001-05-16,-42.257510930657816
2001-05-17,-45.16913389524998
2001-05-18,-43.902119553877526
2001-05-19,-42.90833547589526
2001-05-20,-42.294266395383076
2001-05-21,-40.2235050257062
2001-05-22,-41.32953441675859
2001-05-23,-42.12880934230715
2001-05-24,-42.898651360235334
2001-05-25,-42.080557680643366
2001-05-26,-41.9306459759237
2001-05-27,-41.850938927265034
2001-05-28,-43.11795999749621
2001-05-29,-43.777685766521174
2001-05-30,-42.80360903662841
2001-05-31,-43.03305711869499
2001-06-01,-43.02199654033784
2001-06-02,-43.838878636924974
2001-06-03,-42.66892675685649
2001-06-04,-40.53179972206609
2001-06-05,-40.58443466547267
2001-06-06,-40.7596029726969
2001-06-07,-39.2280488330964
2001-06-08,-39.962242247824136
2001-06-09,-39.24881674592722
2001-06-10,-40.945391118705544
2001-06-11,-39.9827533668566
2001-06-12,-41.51742208307366
2001-06-13,-39.82238942914899
2001-06-14,-39.59069658217022
2001-06-15,-40.50531462685882
2001-06-16,-40.51889788446089
2001-06-17,-39.785170105926866
2001-06-18,-40.85678398965204
2001-06-19,-42.52081917071857
2001-06-20,-42.894650516560986
2001-06-21,-43.60543381342129
2001-06-22,-42.67727979369892
2001-06-23,-43.042152071906244
2001-06-24,-43.37590371761404
2001-06-25,-43.169905578694134
2001-06-26,-44.60167550285829
2001-06-27,-45.779848766314714
2001-06-28,-45.60510182262385
2001-06-29,-44.55052364357977
2001-06-30,-46.37911477339642
2001-07-01,-46.20993746851393
2001-07-02,-45.99496975812779
2001-07-03,-46.67898608256659
2001-07-04,-46.093473076108125
2001-07-05,-47.94930228818891
2001-07-06,-49.37233992027463
2001-07-07,-50.402145901235905
2001-07-08,-50.73990797372242
2001-07-09,-49.62417879204726
2001-07-10,-50.09794155114669
2001-07-11,-50.454454582803095
2001-07-12,-48.059208368567226
2001-07-13,-48.2944444693804
2001-07-14,-49.2924898466911
2001-07-15,-48.97104079485377
2001-07-16,-49.76085684550891
2001-07-17,-49.230004757653965
2001-07-18,-50.25014947292156
2001-07-19,-51.39759978747876
2001-07-20,-49.40452730881568
2001-07-21,-48.243857862000034
2001-07-22,-50.111460053962986
2001-07-23,-49.507743662019344
2001-07-24,-47.26561956094511
2001-07-25,-46.65474301471469
2001-07-26,-46.313399514390944
2001-07-27,-47.841401998412785
2001-07-28,-47.96486075943851
2001-07-29,-48.31271422373556
2001-07-30,-48.615084921661136
2001-07-31,-48.47512937717057
2001-08-01,-47.55878620487936
2001-08-02,-46.09492200531054
2001-08-03,-45.60172669101511
2001-08-04,-45.99663592258903
2001-08-05,-45.402633695147024
2001-08-06,-45.72783290666392
2001-08-07,-45.27232495014852
2001-08-08,-45.174401788358246
2001-08-09,-45.0188888187093
2001-08-10,-44.716013607126136
2001-08-11,-44.755123439297336
2001-08-12,-42.63778811479632
2001-08-13,-43.420204707781394
2001-08-14,-42.947675088847596
2001-08-15,-43.256608358131786
2001-08-16,-44.494937029268876
2001-08-17,-44.868508236755225
2001-08-18,-44.59730704579286
2001-08-19,-45.74535618815273
2001-08-20,-44.805090842487765
2001-08-21,-45.651027460933236
2001-08-22,-44.737538478925444
2001-08-23,-44.5851310357631
2001-08-24,-44.52753162312127
2001-08-25,-43.51385031171269
2001-08-26,-43.77874360674019
2001-08-27,-44.21351918353442
2001-08-28,-42.76950824124988
2001-08-29,-43.07295057287441
2001-08-30,-45.34639852640841
2001-08-31,-45.081715970999625
2001-09-01,-44.783329576723006
2001-09-02,-45.27086334703869
2001-09-03,-45.01151474604924
2001-09-04,-44.57698592141797
2001-09-05,-46.32733240227151
2001-09-06,-48.43227732552176
2001-09-07,-49.16024591208242
2001-09-08,-47.979130695619396
2001-09-09,-49.48816849711066
2001-09-10,-50.08862416061209
2001-09-11,-49.325287909508056
2001-09-12,-48.586516323381026
2001-09-13,-47.80240963410448
2001-09-14,-48.38213632000316
2001-09-15,-47.87599093458864
2001-09-16,-46.85121893892566
2001-09-17,-46.03452971006793
2001-09-18,-46.08925514224063
2001-09-19,-46.864641072142675
2001-09-20,-46.73774648410503
2001-09-21,-48.38871070722609
2001-09-22,-48.29680415765803
2001-09-23,-48.732720933362906
2001-09-24,-48.16398969097316
2001-09-25,-48.412929847427556
2001-09-26,-47.149409259598215
2001-09-27,-47.98031582148246
2001-09-28,-47.81962842459609
2001-09-29,-45.9899145228399
2001-09-30,-46.40254312703621
2001-10-01,-43.44001192024555
2001-10-02,-43.260766655646464
2001-10-03,-42.20226811970227
2001-10-04,-41.786106261604786
2001-10-05,-41.69324871783168
2001-10-06,-40.479520519595795
2001-10-07,-40.839725406116244
2001-10-08,-41.31445394486606
2001-10-09,-41.75869418844437
2001-10-10,-40.096583019466316
2001-10-11,-40.27620969208699
2001-10-12,-39.94271704097835
2001-10-13,-39.58634679907474
2001-10-14,-37.60941771519297
2001-10-15,-38.03342473904051
2001-10-16,-37.854993840887815
2001-10-17,-37.33046685276384
2001-10-18,-36.577765823183576
2001-10-19,-37.89968708647362
2001-10-20,-39.4543071072718
2001-10-21,-40.860554859783086
2001-10-22,-40.800802680091
2001-10-23,-39.79652214319625
2001-10-24,-40.33872822566363
2001-10-25,-40.2174533783783
2001-10-26,-39.35003018845525
2001-10-27,-39.15460463483245
2001-10-28,-40.000713964307366
2001-10-29,-39.02890059540244
2001-10-30,-39.992829890271075
2001-10-31,-40.17048807524236
2001-11-01,-40.849910337661996
2001-11-02,-40.156773777807594
2001-11-03,-38.859984592953055
2001-11-04,-39.67961158586917
2001-11-05,-40.054506469662805
2001-11-06,-39.11291404839423
2001-11-07,-40.063887007894216
2001-11-08,-42.15570746152019
2001-11-09,-43.80413283379863
2001-11-10,-43.11975971311725
2001-11-11,-41.65840923557498
2001-11-12,-40.90709425099827
2001-11-13,-40.66705888259015
2001-11-14,-41.42850046150961
2001-11-15,-41.47801944351469
2001-11-16,-41.32817418820916
2001-11-17,-40.70896276052856
2001-11-18,-40.25120214914878
2001-11-19,-39.8559039597428
2001-11-20,-40.54559894669129
2001-11-21,-39.57556453167326
2001-11-22,-41.289999045961
2001-11-23,-41.64290803746956
2001-11-24,-43.01397539293141
2001-11-25,-39.98931819085023
2001-11-26,-41.22979600972924
2001-11-27,-40.786860150868534
2001-11-28,-40.551493897999954
2001-11-29,-40.37497545660182
2001-11-30,-40.530693598006074
2001-12-01,-40.903852214016524
2001-12-02,-41.00589975651096
2001-12-03,-41.01784264657921
2001-12-04,-40.655333006545796
2001-12-05,-41.48357118296005
2001-12-06,-42.539729677361315
2001-12-07,-42.47493277389039
2001-12-08,-41.64056528906158
2001-12-09,-43.21293500312624
2001-12-10,-45.14065049827504
2001-12-11,-46.3378446780336
2001-12-12,-47.264955874902284
2001-12-13,-46.98326298288969
2001-12-14,-48.87863860012034
2001-12-15,-48.56948318510813
2001-12-16,-49.7397609974778
2001-12-17,-50.095008463726955
2001-12-18,-50.67022009352445
2001-12-19,-49.87348032492333
2001-12-20,-51.18996143846082
2001-12-21,-51.8313049555202
2001-12-22,-51.67578190781413
2001-12-23,-49.94601625763675
2001-12-24,-50.85340699083443
2001-12-25,-52.00177245272448
2001-12-26,-52.287361265159944
2001-12-27,-54.35329849475916
2001-12-28,-55.35925700390192
2001-12-29,-55.26285799087115
2001-12-30,-54.1762743583086
2001-12-31,-54.18789989471049
2002-01-01,-52.130640757730745
2002-01-02,-53.40346524016498
2002-01-03,-54.4712814136042
2002-01-04,-54.209957195133946
2002-01-05,-54.410786618959925
2002-01-06,-53.857823969581496
2002-01-07,-54.7850899245851
2002-01-08,-54.5255969995095
2002-01-09,-54.355545286161416
2002-01-10,-54.97616050917024
2002-01-11,-56.659278047252855
2002-01-12,-57.645159501513255
2002-01-13,-57.410420856672644
2002-01-14,-55.85819448763389
2002-01-15,-57.23939810369113
2002-01-16,-57.96373430522202
2002-01-17,-57.08880210471907
2002-01-18,-56.3120965099952
2002-01-19,-57.82729391328334
2002-01-20,-56.05797688920938
2002-01-21,-55.87134603462955
2002-01-22,-55.36870609265361
2002-01-23,-55.41793319712411
2002-01-24,-53.40587834408038
2002-01-25,-54.02660880510379
2002-01-26,-55.15236828903747
2002-01-27,-55.37517381798035
2002-01-28,-55.47976586719633
2002-01-29,-56.17214200110021
2002-01-30,-55.25413218164514
2002-01-31,-55.13061059254989
2002-02-01,-53.334677250552694
2002-02-02,-52.94304308580406
2002-02-03,-52.39133072281699
2002-02-04,-51.42528322865705
2002-02-05,-50.42664262530217
2002-02-06,-49.5906028610176
2002-02-07,-49.07117572260811
2002-02-08,-48.61099281530066
2002-02-09,-48.608912840366685
2002-02-10,-47.5524290517151
2002-02-11,-47.09910751154223
2002-02-12,-47.830732964197395
2002-02-13,-47.076758006865624
2002-02-14,-45.874886977649226
2002-02-15,-46.24790252833803
2002-02-16,-44.72066648653166
2002-02-17,-43.32222870134474
2002-02-18,-43.603466995689814
2002-02-19,-43.34866244108957
2002-02-20,-41.97054686844313
2002-02-21,-42.247921325755634
2002-02-22,-41.63651575087738
2002-02-23,-41.491367784194026
2002-02-24,-40.34350038230397
2002-02-25,-40.17275297492532
2002-02-26,-41.54348901849295
2002-02-27,-41.95583852503704
2002-02-28,-40.36259921383429
2002-03-01,-41.06938290559059
2002-03-02,-38.9104968015632
2002-03-03,-39.334087318463375
2002-03-04,-39.32760988190258
2002-03-05,-40.51158562165127
2002-03-06,-41.0759067352194
2002-03-07,-40.9987285131773
2002-03-08,-41.74462160169205
2002-03-09,-40.28920818911496
2002-03-10,-38.30546242265871
2002-03-11,-38.26287767646014
2002-03-12,-37.8943748902573
2002-03-13,-38.90402382376482
2002-03-14,-39.31905027310658
2002-03-15,-40.00809364765221
2002-03-16,-41.58458659535341
2002-03-17,-41.23778655151748
2002-03-18,-41.00126541735968
2002-03-19,-42.36966104335497
2002-03-20,-43.6948418455144
2002-03-21,-44.15412248774252
2002-03-22,-46.14096741725328
2002-03-23,-43.094935109877106
2002-03-24,-43.02046956704101
2002-03-25,-44.13272696932304
2002-03-26,-42.69136534266881
2002-03-27,-42.238163999774216
2002-03-28,-42.16120794476959
2002-03-29,-43.791204272415584
2002-03-30,-43.75568076525727
2002-03-31,-42.38043809960171
2002-04-01,-42.786741316562924
2002-04-02,-40.532282831925194
2002-04-03,-39.14573508007057
2002-04-04,-38.390704234021975
2002-04-05,-39.10862477276191
2002-04-06,-39.07267922723326
2002-04-07,-39.45350280777996
2002-04-08,-37.60144542846106
2002-04-09,-37.64879662857655
2002-04-10,-37.460953674679274
2002-04-11,-38.20134281315852
2002-04-12,-37.57721575285268
2002-04-13,-37.84034724508058
2002-04-14,-36.616720240504435
2002-04-15,-37.14856529314325
2002-04-16,-36.62219142166632
2002-04-17,-37.85772726177028
2002-04-18,-37.13983262304058
2002-04-19,-36.81334288302542
2002-04-20,-33.3089020977372
2002-04-21,-33.632269773380024
2002-04-22,-34.26198981523396
2002-04-23,-33.905514191389145
2002-04-24,-33.67542402993173
2002-04-25,-34.32597291720148
2002-04-26,-34.30876507745299
2002-04-27,-34.120511495704136
2002-04-28,-35.57036974696133
2002-04-29,-35.38401563758606
2002-04-30,-36.81242604706205
2002-05-01,-36.120509505605625
2002-05-02,-35.17240862582691
2002-05-03,-33.35537128507593
2002-05-04,-31.69770077873905
2002-05-05,-30.58304151327261
2002-05-06,-31.149764487160695
2002-05-07,-32.07923530332054
2002-05-08,-30.664205517584442
2002-05-09,-31.18606894775666
2002-05-10,-30.42611196783709
2002-05-11,-30.49844518310945
2002-05-12,-30.702408267626073
2002-05-13,-31.887000598280704
2002-05-14,-31.21585835588894
2002-05-15,-32.18810789431666
2002-05-16,-31.628247641372596
2002-05-17,-31.736665384133367
2002-05-18,-33.09121076769017
2002-05-19,-34.09940308519311
2002-05-20,-33.10586017457781
2002-05-21,-34.20333936771148
